year,state,k,n
1928,DC,5721,7336
1928,DE,1918,2478
1928,FL,18160,24168
1928,GA,23660,32435
1928,HI,3117,4142
1928,IA,15567,19033
1928,ID,3034,3791
1928,IL,53910,68831
1928,IN,23375,29899
1928,KS,11064,13706
1928,KY,19243,25653
1928,LA,18533,24775
1928,MA,30308,37974
1928,MD,15600,19662
1928,ME,7070,8793
1928,MI,41977,52988
1928,MN,12975,16811
1928,MO,24872,31249
1928,MS,14817,20247
1928,MT,2598,3421
1928,NC,31602,41258
1928,ND,3168,4154
1928,NE,6943,8926
1928,NH,2917,3817
1928,NJ,26080,35411
1928,NM,3543,4792
1928,NV,832,1060
1928,NY,93185,123628
1928,OH,43136,56477
1928,OK,15100,19148
1928,OR,7033,8893
1928,PA,71821,91320
1928,PI,926,1142
1928,PR,7512,10242
1928,RI,5294,6784
1928,SC,11975,17839
1928,SD,2914,3880
1928,TN,25029,32480
1928,TX,44565,60734
1928,UT,3664,4693
1928,VA,24056,30823
1928,VI,2427,3192
1928,VT,2282,2870
1928,WA,12553,15476
1928,WI,21048,26061
1928,WV,16042,20372
1928,WY,1612,2023
1928,railroad,5411,7309
1928,unassigned,731,771
1929,AK,528,683
1929,AL,21349,28521
1929,AR,12057,15705
1929,AZ,4027,5156
1929,CA,48293,61838
1929,CO,7731,9455
1929,CT,11263,14047
1929,DC,5229,6756
1929,DE,1772,2278
1929,FL,16619,21953
1929,GA,21757,29700
1929,HI,2887,3723
1929,IA,14219,17304
1929,ID,2849,3579
1929,IL,50707,64164
1929,IN,21288,27310
1929,KS,10020,12444
1929,KY,17789,23399
1929,LA,17390,23282
1929,MA,27619,34320
1929,MD,13900,17429
1929,ME,6412,7969
1929,MI,39132,49127
1929,MN,11614,15063
1929,MO,22909,28699
1929,MS,13638,18638
1929,MT,2411,3138
1929,NC,28659,37386
1929,ND,3022,3864
1929,NE,6192,7874
1929,NH,2629,3474
1929,NJ,23578,31673
1929,NM,3166,4276
1929,NV,750,964
1929,NY,84495,111056
1929,OH,39010,50827
1929,OK,13552,17125
1929,OR,6404,8046
1929,PA,64544,81187
1929,PI,897,1091
1929,PR,6097,8202
1929,RI,4760,5985
1929,SC,10797,15926
1929,SD,2645,3535
1929,TN,23882,30630
1929,TX,41100,55733
1929,UT,3249,4152
1929,VA,21879,27882
1929,VI,1982,2630
1929,VT,2014,2574
1929,WA,11537,14158
1929,WI,19151,23510
1929,WV,14292,18025
1929,WY,1575,1953
1929,railroad,3816,5132
1929,unassigned,763,814
1930,AK,557,717
1930,AL,20635,27039
1930,AR,11925,15478
1930,AZ,4192,5363
1930,CA,47631,60725
1930,CO,7312,8970
1930,CT,10651,13312
1930,DC,4945,6327
1930,DE,1700,2203
1930,FL,16394,21556
1930,GA,21254,28694
1930,HI,2707,3484
1930,IA,13344,16165
1930,ID,2830,3448
1930,IL,48401,61045
1930,IN,20706,26073
1930,KS,9989,12212
1930,KY,17582,22952
1930,LA,16515,21697
1930,MA,25879,32128
1930,MD,13379,16619
1930,ME,6022,7355
1930,MI,37200,46205
1930,MN,10901,14054
1930,MO,22207,27734
1930,MS,13753,18482
1930,MT,2307,2972
1930,NC,27508,35600
1930,ND,2797,3601
1930,NE,5903,7466
1930,NH,2487,3291
1930,NJ,22218,29688
1930,NM,3197,4266
1930,NV,774,992
1930,NY,79269,102928
1930,OH,37642,48429
1930,OK,13493,16908
1930,OR,6184,7613
1930,PA,60648,75518
1930,PI,986,1165
1930,PR,6887,9081
1930,RI,4464,5605
1930,SC,10629,15389
1930,SD,2522,3301
1930,TN,23146,29319
1930,TX,38976,52145
1930,UT,3219,4122
1930,VA,21154,26903
1930,VI,2341,3135
1930,VT,2066,2538
1930,WA,10819,13151
1930,WI,18380,22465
1930,WV,13880,17481
1930,WY,1460,1829
1930,railroad,2591,3478
1930,unassigned,757,799
1931,AK,512,641
1931,AL,19075,24643
1931,AR,10817,13883
1931,AZ,3783,4812
1931,CA,43242,54873
1931,CO,6779,8255
1931,CT,9430,11710
1931,DC,4371,5502
1931,DE,1552,1959
1931,FL,15100,19586
1931,GA,19825,26370
1931,HI,2409,3096
1931,IA,12139,14699
1931,ID,2514,3097
1931,IL,43129,53611
1931,IN,18427,23260
1931,KS,9045,10962
1931,KY,16140,20882
1931,LA,15375,20085
1931,MA,23260,28476
1931,MD,12142,14917
1931,ME,5582,6837
1931,MI,33382,41212
1931,MN,10033,12799
1931,MO,20046,24820
1931,MS,12182,16129
1931,MT,2140,2760
1931,NC,25505,32522
1931,ND,2587,3290
1931,NE,5450,6888
1931,NH,2280,2916
1931,NJ,19981,26270
1931,NM,2962,3945
1931,NV,688,885
1931,NY,70488,90719
1931,OH,32785,41734
1931,OK,11970,14822
1931,OR,5885,7240
1931,PA,53867,66529
1931,PI,846,992
1931,PR,7366,9519
1931,RI,3894,4829
1931,SC,9755,13837
1931,SD,2374,3109
1931,TN,21363,26669
1931,TX,35519,46824
1931,UT,2826,3581
1931,VA,19199,23926
1931,VI,2381,3161
1931,VT,1845,2300
1931,WA,9854,11907
1931,WI,16445,19881
1931,WV,12593,15655
1931,WY,1355,1668
1931,railroad,1879,2451
1931,unassigned,634,671
1932,AK,537,708
1932,AL,18806,24400
1932,AR,10602,13587
1932,AZ,3709,4644
1932,CA,40647,51601
1932,CO,6383,7807
1932,CT,8614,10549
1932,DC,4054,5104
1932,DE,1476,1850
1932,FL,14920,19251
1932,GA,19727,26184
1932,HI,2309,2900
1932,IA,10794,13007
1932,ID,2281,2837
1932,IL,39332,49137
1932,IN,17086,21320
1932,KS,8087,9877
1932,KY,15591,20098
1932,LA,14909,19510
1932,MA,21503,26200
1932,MD,11571,14164
1932,ME,5351,6535
1932,MI,30954,37910
1932,MN,9073,11541
1932,MO,18738,23056
1932,MS,12490,16470
1932,MT,2006,2534
1932,NC,25441,32489
1932,ND,2296,2949
1932,NE,4804,6054
1932,NH,2079,2644
1932,NJ,18471,24133
1932,NM,2741,3689
1932,NV,690,875
1932,NY,65032,83025
1932,OH,30161,38439
1932,OK,11433,14130
1932,OR,5381,6626
1932,PA,48616,59922
1932,PI,896,1057
1932,PR,7206,9356
1932,RI,3699,4565
1932,SC,10185,14661
1932,SD,2232,2922
1932,TN,20611,25727
1932,TX,33267,43958
1932,UT,2438,3098
1932,VA,18933,23647
1932,VI,2538,3298
1932,VT,1690,2073
1932,WA,9175,11022
1932,WI,14733,17876
1932,WV,11976,14941
1932,WY,1272,1553
1932,railroad,1450,1903
1932,unassigned,733,770
1933,AK,523,666
1933,AL,16420,21059
1933,AR,9421,11924
1933,AZ,3363,4264
1933,CA,37659,47411
1933,CO,5753,6981
1933,CT,7549,9254
1933,DC,3715,4669
1933,DE,1324,1666
1933,FL,13056,16831
1933,GA,17542,23139
1933,HI,2075,2591
1933,IA,10112,12172
1933,ID,2069,2561
1933,IL,35663,44165
1933,IN,15214,19063
1933,KS,7322,8916
1933,KY,14034,17839
1933,LA,12886,16681
1933,MA,18707,22793
1933,MD,10557,12751
1933,ME,4574,5531
1933,MI,27767,33891
1933,MN,7995,10103
1933,MO,16832,20587
1933,MS,10943,14264
1933,MT,1855,2341
1933,NC,23059,29210
1933,ND,2185,2760
1933,NE,4269,5339
1933,NH,1825,2352
1933,NJ,16286,21090
1933,NM,2688,3509
1933,NV,638,804
1933,NY,58393,73985
1933,OH,26592,33846
1933,OK,10635,12979
1933,OR,4900,6017
1933,PA,42826,52391
1933,PI,903,1045
1933,PR,6731,8599
1933,RI,3158,3838
1933,SC,9156,13099
1933,SD,2017,2591
1933,TN,18209,22550
1933,TX,30043,39490
1933,UT,2283,2872
1933,VA,16703,20881
1933,VI,2615,3365
1933,VT,1543,1907
1933,WA,8294,9869
1933,WI,13493,16286
1933,WV,10729,13263
1933,WY,1231,1493
1933,railroad,1024,1327
1933,unassigned,759,791
1934,AK,490,622
1934,AL,16651,21203
1934,AR,9253,11648
1934,AZ,3410,4293
1934,CA,36466,46106
1934,CO,5499,6707
1934,CT,7055,8606
1934,DC,3452,4354
1934,DE,1289,1599
1934,FL,12753,16400
1934,GA,17325,22789
1934,HI,1904,2396
1934,IA,9568,11502
1934,ID,2038,2493
1934,IL,34487,42521
1934,IN,14853,18521
1934,KS,7276,8796
1934,KY,13766,17449
1934,LA,13021,16677
1934,MA,17429,21143
1934,MD,10066,12365
1934,ME,4263,5117
1934,MI,26856,32807
1934,MN,7655,9708
1934,MO,16047,19626
1934,MS,10969,14264
1934,MT,1790,2260
1934,NC,22645,28437
1934,ND,2105,2631
1934,NE,4205,5202
1934,NH,1788,2227
1934,NJ,14901,19361
1934,NM,2548,3375
1934,NV,637,832
1934,NY,53816,67959
1934,OH,26295,33127
1934,OK,10185,12439
1934,OR,4888,5999
1934,PA,40706,49579
1934,PI,806,935
1934,PR,6718,8534
1934,RI,2956,3600
1934,SC,9124,12959
1934,SD,1899,2422
1934,TN,17783,21981
1934,TX,29693,39016
1934,UT,2127,2717
1934,VA,16207,20120
1934,VI,2804,3668
1934,VT,1429,1763
1934,WA,8231,9798
1934,WI,12896,15399
1934,WV,11143,13708
1934,WY,1191,1432
1934,railroad,821,1045
1934,unassigned,732,766
1935,AK,436,583
1935,AL,15189,19457
1935,AR,8693,10937
1935,AZ,3266,4101
1935,CA,34637,43806
1935,CO,5220,6307
1935,CT,6719,8215
1935,DC,3078,3874
1935,DE,1127,1427
1935,FL,12626,16037
1935,GA,15962,20756
1935,HI,1782,2237
1935,IA,8854,10486
1935,ID,1989,2451
1935,IL,31960,39443
1935,IN,14024,17221
1935,KS,6620,7951
1935,KY,12825,16175
1935,LA,12108,15535
1935,MA,15948,19229
1935,MD,9501,11562
1935,ME,3995,4804
1935,MI,25960,31528
1935,MN,6965,8833
1935,MO,14787,18063
1935,MS,10313,13451
1935,MT,1644,2113
1935,NC,21169,26653
1935,ND,1935,2418
1935,NE,3623,4473
1935,NH,1592,2007
1935,NJ,14159,18214
1935,NM,2367,3161
1935,NV,596,757
1935,NY,50166,62905
1935,OH,24822,31072
1935,OK,9372,11425
1935,OR,4405,5352
1935,PA,37835,45955
1935,PI,707,834
1935,PR,6460,8198
1935,RI,2733,3349
1935,SC,8452,11874
1935,SD,1710,2243
1935,TN,16709,20546
1935,TX,26810,35117
1935,UT,2017,2562
1935,VA,15322,18860
1935,VI,2845,3665
1935,VT,1314,1615
1935,WA,7612,9033
1935,WI,12134,14465
1935,WV,10264,12386
1935,WY,1122,1365
1935,railroad,634,806
1935,unassigned,712,756
1936,AK,513,649
1936,AL,13648,17319
1936,AR,7446,9310
1936,AZ,3149,3938
1936,CA,32847,41357
1936,CO,4785,5768
1936,CT,5986,7335
1936,DC,2728,3498
1936,DE,1060,1317
1936,FL,12016,15249
1936,GA,14879,19291
1936,HI,1599,2012
1936,IA,8503,10061
1936,ID,1877,2294
1936,IL,29946,36788
1936,IN,12680,15682
1936,KS,6073,7307
1936,KY,11435,14218
1936,LA,11312,14462
1936,MA,14282,17192
1936,MD,8627,10496
1936,ME,3585,4268
1936,MI,23949,29066
1936,MN,6389,8090
1936,MO,13162,16047
1936,MS,9444,12202
1936,MT,1554,2000
1936,NC,19330,24249
1936,ND,1724,2133
1936,NE,3356,4090
1936,NH,1463,1878
1936,NJ,13147,16805
1936,NM,2127,2859
1936,NV,521,666
1936,NY,45744,57656
1936,OH,22701,28574
1936,OK,8331,10079
1936,OR,4099,5023
1936,PA,34844,42201
1936,PI,649,762
1936,PR,6269,7875
1936,RI,2531,3070
1936,SC,7669,10697
1936,SD,1620,2088
1936,TN,14815,18074
1936,TX,24255,31850
1936,UT,1863,2388
1936,VA,14014,17132
1936,VI,2840,3649
1936,VT,1222,1493
1936,WA,7075,8441
1936,WI,10999,13139
1936,WV,9158,11112
1936,WY,1060,1267
1936,railroad,447,569
1936,unassigned,735,764
1937,AK,439,567
1937,AL,13203,16543
1937,AR,7299,9064
1937,AZ,3178,3978
1937,CA,31734,39965
1937,CO,4596,5603
1937,CT,5630,6864
1937,DC,2503,3152
1937,DE,1129,1358
1937,FL,11760,14827
1937,GA,13905,18039
1937,HI,1570,1939
1937,IA,7698,9101
1937,ID,1725,2105
1937,IL,28281,34595
1937,IN,12160,14972
1937,KS,5585,6760
1937,KY,10840,13363
1937,LA,10854,13908
1937,MA,13402,16049
1937,MD,8567,10351
1937,ME,3451,4128
1937,MI,22550,27203
1937,MN,5908,7493
1937,MO,12327,15010
1937,MS,9109,11682
1937,MT,1384,1759
1937,NC,18339,23045
1937,ND,1533,1900
1937,NE,3138,3890
1937,NH,1340,1702
1937,NJ,12202,15634
1937,NM,2162,2855
1937,NV,646,794
1937,NY,42398,53364
1937,OH,21761,27262
1937,OK,7686,9322
1937,OR,3932,4781
1937,PA,32542,39233
1937,PI,674,774
1937,PR,5640,7130
1937,RI,2305,2806
1937,SC,7069,9967
1937,SD,1436,1806
1937,TN,14024,17054
1937,TX,22992,30040
1937,UT,1820,2318
1937,VA,13255,16090
1937,VI,2497,3260
1937,VT,1119,1366
1937,WA,6965,8260
1937,WI,10358,12257
1937,WV,8653,10440
1937,WY,953,1156
1937,railroad,311,415
1937,unassigned,675,703
1938,AK,456,584
1938,AL,12067,15284
1938,AR,6757,8422
1938,AZ,3035,3843
1938,CA,30994,39334
1938,CO,4566,5531
1938,CT,5535,6730
1938,DC,2286,2905
1938,DE,1047,1290
1938,FL,11412,14427
1938,GA,12956,16727
1938,HI,1547,1906
1938,IA,7227,8505
1938,ID,1688,2088
1938,IL,27133,33296
1938,IN,11842,14477
1938,KS,5400,6466
1938,KY,10735,13316
1938,LA,10409,13241
1938,MA,12313,14713
1938,MD,8474,10124
1938,ME,3109,3739
1938,MI,21987,26672
1938,MN,5718,7155
1938,MO,12010,14546
1938,MS,8800,11210
1938,MT,1343,1752
1938,NC,17352,21578
1938,ND,1443,1778
1938,NE,2860,3512
1938,NH,1261,1568
1938,NJ,11515,14754
1938,NM,2041,2729
1938,NV,586,751
1938,NY,39740,50193
1938,OH,21111,26279
1938,OK,7428,9073
1938,OR,3643,4396
1938,PA,31022,37292
1938,PI,615,717
1938,PR,5695,7233
1938,RI,2127,2574
1938,SC,6770,9507
1938,SD,1304,1683
1938,TN,13323,16166
1938,TX,21766,28514
1938,UT,1735,2204
1938,VA,12807,15653
1938,VI,2336,3019
1938,VT,979,1215
1938,WA,6570,7806
1938,WI,9665,11499
1938,WV,7834,9438
1938,WY,884,1090
1938,railroad,205,265
1938,unassigned,671,699
1939,AK,389,490
1939,AL,11281,14285
1939,AR,6346,7875
1939,AZ,2894,3645
1939,CA,29595,37666
1939,CO,4094,4954
1939,CT,5161,6289
1939,DC,2138,2720
1939,DE,926,1144
1939,FL,10976,13859
1939,GA,12457,16190
1939,HI,1418,1769
1939,IA,6737,7953
1939,ID,1482,1841
1939,IL,25088,30721
1939,IN,10688,13148
1939,KS,4898,5858
1939,KY,9683,12006
1939,LA,9737,12353
1939,MA,11618,13928
1939,MD,7816,9425
1939,ME,2813,3353
1939,MI,20125,24584
1939,MN,5148,6529
1939,MO,11077,13442
1939,MS,7843,10155
1939,MT,1229,1564
1939,NC,16170,20142
1939,ND,1365,1694
1939,NE,2578,3235
1939,NH,1129,1414
1939,NJ,10738,13694
1939,NM,1858,2527
1939,NV,586,762
1939,NY,36393,46230
1939,OH,19403,24248
1939,OK,6743,8218
1939,OR,3447,4244
1939,PA,27621,33392
1939,PI,569,664
1939,PR,5480,7088
1939,RI,1925,2334
1939,SC,6510,9125
1939,SD,1187,1557
1939,TN,12306,14926
1939,TX,20124,26633
1939,UT,1559,2017
1939,VA,11914,14470
1939,VI,2106,2789
1939,VT,949,1134
1939,WA,6088,7308
1939,WI,8913,10659
1939,WV,7066,8482
1939,WY,874,1056
1939,railroad,123,173
1939,unassigned,587,620
1940,AK,408,542
1940,AL,10787,13571
1940,AR,6238,7599
1940,AZ,2883,3605
1940,CA,28828,36954
1940,CO,3955,4828
1940,CT,4954,6022
1940,DC,1889,2402
1940,DE,896,1110
1940,FL,10903,13812
1940,GA,11508,14957
1940,HI,1262,1582
1940,IA,6531,7692
1940,ID,1527,1887
1940,IL,23573,29015
1940,IN,10280,12620
1940,KS,4698,5609
1940,KY,9250,11414
1940,LA,9201,11821
1940,MA,10899,13052
1940,MD,7630,9170
1940,ME,2659,3143
1940,MI,19502,23588
1940,MN,5026,6278
1940,MO,10643,12822
1940,MS,7666,9867
1940,MT,1241,1555
1940,NC,15200,18786
1940,ND,1245,1555
1940,NE,2356,2988
1940,NH,1075,1349
1940,NJ,10235,13098
1940,NM,1833,2482
1940,NV,537,702
1940,NY,34386,43667
1940,OH,18623,23117
1940,OK,6650,8052
1940,OR,3282,4033
1940,PA,26058,31424
1940,PI,580,656
1940,PR,5041,6636
1940,RI,1910,2309
1940,SC,6204,8655
1940,SD,1170,1504
1940,TN,11847,14280
1940,TX,19475,25676
1940,UT,1559,1986
1940,VA,11362,13849
1940,VI,1997,2624
1940,VT,840,1030
1940,WA,5771,6903
1940,WI,8464,10065
1940,WV,6624,7977
1940,WY,786,974
1940,railroad,74,95
1940,unassigned,584,617
1941,AK,370,468
1941,AL,10588,13288
1941,AR,5904,7377
1941,AZ,2738,3451
1941,CA,28232,36234
1941,CO,3806,4628
1941,CT,4907,5899
1941,DC,1776,2306
1941,DE,906,1116
1941,FL,10756,13676
1941,GA,11446,14790
1941,HI,1271,1555
1941,IA,5973,7049
1941,ID,1387,1752
1941,IL,23515,28758
1941,IN,9843,12138
1941,KS,4435,5350
1941,KY,8704,10747
1941,LA,9284,11843
1941,MA,10526,12579
1941,MD,7634,9196
1941,ME,2500,3007
1941,MI,18842,22921
1941,MN,4747,5986
1941,MO,10340,12489
1941,MS,7190,9215
1941,MT,1127,1487
1941,NC,14855,18454
1941,ND,1179,1466
1941,NE,2317,2901
1941,NH,1076,1333
1941,NJ,10278,13149
1941,NM,1748,2435
1941,NV,525,689
1941,NY,33234,42420
1941,OH,17640,22065
1941,OK,6263,7555
1941,OR,3232,3988
1941,PA,25354,30589
1941,PI,501,577
1941,PR,4830,6394
1941,RI,1705,2044
1941,SC,5708,8134
1941,SD,1128,1472
1941,TN,11595,13993
1941,TX,19150,25238
1941,UT,1386,1804
1941,VA,10845,13186
1941,VI,1930,2566
1941,VT,819,1009
1941,WA,5637,6769
1941,WI,8178,9700
1941,WV,6298,7533
1941,WY,773,922
1941,railroad,63,85
1941,unassigned,536,567
1942,AK,446,570
1942,AL,10612,13431
1942,AR,5838,7172
1942,AZ,2991,3825
1942,CA,29390,37960
1942,CO,3738,4630
1942,CT,5443,6573
1942,DC,1793,2337
1942,DE,925,1140
1942,FL,11120,14138
1942,GA,11157,14570
1942,HI,1295,1586
1942,IA,5775,6913
1942,ID,1324,1688
1942,IL,24200,29668
1942,IN,9830,12145
1942,KS,4392,5242
1942,KY,8592,10577
1942,LA,8930,11386
1942,MA,11263,13477
1942,MD,7847,9486
1942,ME,2552,3031
1942,MI,19394,23585
1942,MN,4773,6023
1942,MO,10349,12483
1942,MS,7244,9388
1942,MT,1070,1427
1942,NC,14681,18203
1942,ND,1088,1363
1942,NE,2229,2853
1942,NH,1102,1376
1942,NJ,11280,14352
1942,NM,1822,2511
1942,NV,546,713
1942,NY,34737,44331
1942,OH,18022,22711
1942,OK,6166,7504
1942,OR,3259,4030
1942,PA,26397,31729
1942,PI,547,639
1942,PR,4698,6275
1942,RI,1950,2327
1942,SC,5933,8289
1942,SD,987,1310
1942,TN,11017,13390
1942,TX,18571,24623
1942,UT,1452,1894
1942,VA,11045,13322
1942,VI,1854,2503
1942,VT,809,988
1942,WA,5902,7082
1942,WI,8107,9737
1942,WV,6103,7329
1942,WY,688,899
1942,railroad,48,63
1942,unassigned,485,509
1943,AK,434,573
1943,AL,10316,12953
1943,AR,5595,6867
1943,AZ,2926,3757
1943,CA,29034,37507
1943,CO,3745,4605
1943,CT,5296,6448
1943,DC,1684,2154
1943,DE,942,1166
1943,FL,11066,14212
1943,GA,10937,14112
1943,HI,1285,1597
1943,IA,5352,6389
1943,ID,1299,1637
1943,IL,22759,27905
1943,IN,9381,11598
1943,KS,4140,4993
1943,KY,7962,9875
1943,LA,8793,11218
1943,MA,10652,12730
1943,MD,7498,9052
1943,ME,2509,2995
1943,MI,18525,22514
1943,MN,4399,5581
1943,MO,9786,11838
1943,MS,6945,8941
1943,MT,1036,1384
1943,NC,14218,17543
1943,ND,1097,1359
1943,NE,2195,2730
1943,NH,996,1277
1943,NJ,10676,13574
1943,NM,1775,2437
1943,NV,541,740
1943,NY,32766,41888
1943,OH,16842,21090
1943,OK,6055,7311
1943,OR,3135,3844
1943,PA,24635,29618
1943,PI,486,579
1943,PR,4316,5679
1943,RI,1736,2122
1943,SC,5597,7849
1943,SD,1037,1359
1943,TN,10754,13009
1943,TX,18441,24521
1943,UT,1454,1896
1943,VA,10620,12792
1943,VI,1806,2398
1943,VT,775,947
1943,WA,5671,6771
1943,WI,7540,9051
1943,WV,5561,6622
1943,WY,755,945
1943,railroad,29,37
1943,unassigned,456,475
1944,AK,401,533
1944,AL,9104,11502
1944,AR,4946,6153
1944,AZ,2757,3502
1944,CA,26997,34971
1944,CO,3435,4249
1944,CT,4521,5498
1944,DC,1593,2087
1944,DE,811,988
1944,FL,10202,13152
1944,GA,10081,13034
1944,HI,1217,1510
1944,IA,4750,5625
1944,ID,1198,1480
1944,IL,19643,24214
1944,IN,8269,10309
1944,KS,3750,4551
1944,KY,7235,8976
1944,LA,7884,10106
1944,MA,8860,10716
1944,MD,6698,8131
1944,ME,2100,2586
1944,MI,15759,19235
1944,MN,3968,5095
1944,MO,8398,10270
1944,MS,6304,8159
1944,MT,969,1272
1944,NC,12893,15883
1944,ND,954,1216
1944,NE,1898,2424
1944,NH,833,1063
1944,NJ,9071,11802
1944,NM,1649,2296
1944,NV,489,655
1944,NY,28126,36379
1944,OH,14344,18054
1944,OK,5517,6698
1944,OR,2767,3452
1944,PA,20455,24693
1944,PI,489,581
1944,PR,4119,5519
1944,RI,1581,1901
1944,SC,5016,7164
1944,SD,929,1211
1944,TN,9409,11441
1944,TX,16811,22507
1944,UT,1278,1673
1944,VA,9562,11646
1944,VI,1688,2335
1944,VT,659,811
1944,WA,5228,6318
1944,WI,6914,8232
1944,WV,4785,5778
1944,WY,646,809
1944,railroad,21,27
1944,unassigned,441,474
1945,AK,345,439
1945,AL,7998,10148
1945,AR,4421,5503
1945,AZ,2456,3189
1945,CA,25340,32997
1945,CO,3134,3878
1945,CT,3944,4851
1945,DC,1474,1908
1945,DE,740,919
1945,FL,9418,12097
1945,GA,8984,11693
1945,HI,1017,1293
1945,IA,4094,4875
1945,ID,961,1237
1945,IL,17653,21995
1945,IN,7226,9027
1945,KS,3266,3967
1945,KY,6431,7920
1945,LA,6973,9067
1945,MA,8043,9743
1945,MD,6145,7468
1945,ME,1809,2190
1945,MI,14176,17402
1945,MN,3353,4271
1945,MO,7559,9209
1945,MS,5792,7486
1945,MT,847,1127
1945,NC,11754,14520
1945,ND,851,1088
1945,NE,1707,2172
1945,NH,764,950
1945,NJ,8591,11200
1945,NM,1430,2042
1945,NV,506,661
1945,NY,26372,34242
1945,OH,12847,16206
1945,OK,4845,5957
1945,OR,2479,3078
1945,PA,18357,22187
1945,PI,516,612
1945,PR,4120,5653
1945,RI,1437,1738
1945,SC,4655,6532
1945,SD,851,1144
1945,TN,8436,10295
1945,TX,15114,20379
1945,UT,1129,1498
1945,VA,8639,10521
1945,VI,1482,2033
1945,VT,574,709
1945,WA,4625,5578
1945,WI,6232,7441
1945,WV,4269,5108
1945,WY,588,734
1945,railroad,17,19
1945,unassigned,426,459
1946,AK,344,474
1946,AL,8500,10816
1946,AR,4774,5911
1946,AZ,2741,3538
1946,CA,28166,36758
1946,CO,3380,4218
1946,CT,4582,5599
1946,DC,1462,1947
1946,DE,775,952
1946,FL,10098,12978
1946,GA,9236,11950
1946,HI,1040,1312
1946,IA,4543,5439
1946,ID,1052,1350
1946,IL,19398,24206
1946,IN,7905,9890
1946,KS,3494,4234
1946,KY,6852,8481
1946,LA,7505,9617
1946,MA,8992,10873
1946,MD,6870,8375
1946,ME,2029,2438
1946,MI,15646,19224
1946,MN,3720,4735
1946,MO,8267,10067
1946,MS,5902,7552
1946,MT,918,1197
1946,NC,12183,14931
1946,ND,847,1066
1946,NE,1829,2320
1946,NH,864,1093
1946,NJ,9556,12468
1946,NM,1636,2250
1946,NV,556,745
1946,NY,28047,36356
1946,OH,14614,18467
1946,OK,5307,6465
1946,OR,2794,3471
1946,PA,20453,24715
1946,PI,525,645
1946,PR,4301,5881
1946,RI,1571,1870
1946,SC,4693,6630
1946,SD,877,1127
1946,TN,9259,11152
1946,TX,16197,21858
1946,UT,1170,1575
1946,VA,9074,10894
1946,VI,1057,1484
1946,VT,610,733
1946,WA,5172,6285
1946,WI,6660,7933
1946,WV,4368,5227
1946,WY,575,735
1946,railroad,5,6
1946,unassigned,408,426
1947,AK,382,519
1947,AL,8704,10999
1947,AR,4717,5891
1947,AZ,2870,3716
1947,CA,29410,38648
1947,CO,3502,4367
1947,CT,4611,5646
1947,DC,1564,2078
1947,DE,824,1007
1947,FL,10663,13596
1947,GA,9755,12680
1947,HI,1037,1307
1947,IA,4617,5591
1947,ID,1078,1402
1947,IL,19992,25049
1947,IN,8371,10381
1947,KS,3577,4378
1947,KY,7073,8737
1947,LA,8045,10312
1947,MA,9142,11074
1947,MD,7365,8911
1947,ME,2040,2423
1947,MI,16582,20412
1947,MN,3760,4867
1947,MO,8489,10369
1947,MS,6057,7738
1947,MT,891,1209
1947,NC,12476,15459
1947,ND,870,1095
1947,NE,1841,2372
1947,NH,861,1092
1947,NJ,10000,13002
1947,NM,1621,2288
1947,NV,649,848
1947,NY,29091,37849
1947,OH,15498,19646
1947,OK,5425,6602
1947,OR,2939,3622
1947,PA,21237,25817
1947,PI,535,629
1947,PR,4480,6225
1947,RI,1642,1978
1947,SC,4743,6746
1947,SD,854,1147
1947,TN,9514,11609
1947,TX,16413,22176
1947,UT,1316,1756
1947,VA,9622,11582
1947,VI,735,1004
1947,VT,648,786
1947,WA,5318,6387
1947,WI,6802,8197
1947,WV,4633,5517
1947,WY,653,812
1947,railroad,5,5
1947,unassigned,407,433
1948,AK,424,582
1948,AL,8061,10161
1948,AR,4332,5405
1948,AZ,2630,3452
1948,CA,26722,35433
1948,CO,3382,4177
1948,CT,4222,5202
1948,DC,1489,1968
1948,DE,741,914
1948,FL,9750,12579
1948,GA,8897,11621
1948,HI,918,1167
1948,IA,4146,5038
1948,ID,969,1276
1948,IL,17799,22550
1948,IN,7302,9175
1948,KS,3141,3863
1948,KY,6119,7568
1948,LA,7193,9381
1948,MA,8021,9765
1948,MD,6591,8128
1948,ME,1644,2018
1948,MI,15220,19049
1948,MN,3392,4456
1948,MO,7513,9250
1948,MS,5529,7091
1948,MT,806,1095
1948,NC,11494,14228
1948,ND,731,954
1948,NE,1619,2076
1948,NH,720,943
1948,NJ,8633,11476
1948,NM,1519,2122
1948,NV,640,844
1948,NY,25400,33714
1948,OH,13713,17481
1948,OK,4642,5754
1948,OR,2575,3229
1948,PA,18510,22682
1948,PI,538,626
1948,PR,4351,6083
1948,RI,1428,1716
1948,SC,4441,6256
1948,SD,755,999
1948,TN,8424,10300
1948,TX,14790,20334
1948,UT,1153,1519
1948,VA,8792,10615
1948,VI,364,519
1948,VT,552,682
1948,WA,4653,5760
1948,WI,6207,7514
1948,WV,4116,4958
1948,WY,606,754
1948,railroad,0,2
1948,unassigned,384,407
1949,AK,393,555
1949,AL,7560,9513
1949,AR,4077,4980
1949,AZ,2430,3245
1949,CA,25798,34607
1949,CO,3125,3913
1949,CT,3885,4792
1949,DC,1361,1834
1949,DE,743,924
1949,FL,9598,12435
1949,GA,8281,10813
